2026-08-07T10:28:36.867377Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-07T10:29:21.351660Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:29:21.369448Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:29:21.382993Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:29:21.552751Z | SILENT | a: sending again after 0.248 s of silence (3 ticks)
2026-08-07T10:29:21.576574Z | SILENT | b: sending again after 0.248 s of silence (3 ticks)
2026-08-07T10:29:21.590559Z | SILENT | mot: sending again after 0.248 s of silence (3 ticks)
2026-08-07T10:29:22.151549Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:29:22.170287Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:29:22.189994Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:29:22.254604Z | SILENT | a: sending again after 0.151 s of silence (3 ticks)
2026-08-07T10:29:22.270402Z | SILENT | b: sending again after 0.151 s of silence (3 ticks)
2026-08-07T10:29:22.285024Z | SILENT | mot: sending again after 0.151 s of silence (3 ticks)
2026-08-07T10:29:25.401581Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:29:25.419736Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:29:25.437243Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:29:25.501692Z | SILENT | a: sending again after 0.150 s of silence (3 ticks)
2026-08-07T10:29:25.516991Z | SILENT | b: sending again after 0.150 s of silence (3 ticks)
2026-08-07T10:29:25.537367Z | SILENT | mot: sending again after 0.150 s of silence (3 ticks)
2026-08-07T10:30:16.351242Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:30:16.401206Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:30:28.603549Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:30:28.651560Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:30:28.661904Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:30:28.702380Z | SILENT | a: sending again after 0.099 s of silence (2 ticks)
2026-08-07T10:30:28.714261Z | SILENT | b: sending again after 0.099 s of silence (2 ticks)
2026-08-07T10:30:28.722176Z | SILENT | mot: sending again after 0.151 s of silence (3 ticks)
2026-08-07T10:31:00.702271Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:31:00.737289Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:31:00.781599Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:31:00.823807Z | SILENT | a: sending again after 0.172 s of silence (2 ticks)
2026-08-07T10:31:00.860658Z | SILENT | b: sending again after 0.172 s of silence (2 ticks)
2026-08-07T10:31:00.873654Z | SILENT | mot: sending again after 0.172 s of silence (2 ticks)
2026-08-07T10:31:47.848228Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:31:47.898320Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:32:04.984850Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:32:05.035109Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:33:11.582919Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:33:11.632636Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:33:29.832399Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:33:29.882287Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:33:48.782648Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:33:48.832655Z | SILENT | mot: sending again after 0.098 s of silence (2 ticks)
2026-08-07T10:34:15.382054Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:34:15.431909Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:35:20.328279Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:35:20.378284Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:35:22.528530Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:35:22.578465Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:35:52.578584Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:35:52.628310Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:36:22.278205Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:36:22.328220Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:36:27.378411Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:36:27.428365Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:37:00.126792Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:37:00.176813Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:37:02.327220Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:37:02.376982Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T10:37:37.575861Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:37:37.625831Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:38:26.624342Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:38:26.674597Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:38:46.072639Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:38:46.122855Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:38:55.822832Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:38:55.872742Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T10:39:27.721414Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:39:27.728064Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:39:27.735172Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:39:27.971297Z | SILENT | a: sending again after 0.300 s of silence (6 ticks)
2026-08-07T10:39:27.985871Z | SILENT | b: sending again after 0.300 s of silence (6 ticks)
2026-08-07T10:39:28.021623Z | SILENT | mot: sending again after 0.350 s of silence (7 ticks)
2026-08-07T10:40:14.921433Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:40:14.972387Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T10:40:40.221782Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:40:40.271606Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:41:00.821493Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:41:00.871560Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:41:12.372475Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:41:12.423130Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:41:29.522634Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:41:29.572585Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:41:31.672562Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:41:31.722551Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:42:50.372748Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:42:50.422963Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:42:57.572774Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:42:57.622685Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:44:34.873812Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:44:34.923714Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T10:44:43.423820Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:44:43.433571Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:44:43.473726Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:44:43.724636Z | SILENT | a: sending again after 0.301 s of silence (6 ticks)
2026-08-07T10:44:43.744992Z | SILENT | b: sending again after 0.351 s of silence (7 ticks)
2026-08-07T10:44:43.757743Z | SILENT | mot: sending again after 0.351 s of silence (7 ticks)
2026-08-07T10:44:53.523825Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:44:53.574017Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:45:49.872402Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:45:49.922608Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:46:23.023423Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:46:23.073294Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:46:59.224137Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:46:59.273805Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:47:15.073782Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:47:15.123571Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:47:51.422968Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:47:51.473177Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:48:15.322359Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T10:48:23.872551Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:48:23.922500Z | SILENT | mot: sending again after 0.098 s of silence (2 ticks)
2026-08-07T10:48:24.872654Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T10:48:56.874467Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:48:56.881086Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:48:56.924566Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:48:56.974584Z | SILENT | a: sending again after 0.150 s of silence (3 ticks)
2026-08-07T10:48:56.987745Z | SILENT | b: sending again after 0.150 s of silence (3 ticks)
2026-08-07T10:48:56.997934Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:49:08.475348Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:49:08.525566Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:51:16.274788Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:51:16.325020Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:51:22.724840Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T10:51:29.374922Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:51:29.424923Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:51:33.724848Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T10:51:34.225791Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T10:51:51.625717Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:51:51.675856Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:51:51.926246Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T10:52:08.476629Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:52:08.526730Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:52:30.976770Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:52:31.026798Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:52:32.726731Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:52:32.776791Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:52:37.126827Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:52:37.176856Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:52:37.776912Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:52:37.818224Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:52:37.844473Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:52:37.927052Z | SILENT | a: sending again after 0.196 s of silence (3 ticks)
2026-08-07T10:52:37.947321Z | SILENT | b: sending again after 0.196 s of silence (3 ticks)
2026-08-07T10:52:37.969472Z | SILENT | mot: sending again after 0.196 s of silence (3 ticks)
2026-08-07T10:53:10.325591Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:53:10.375731Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:19.925480Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:53:19.975558Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:26.826003Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:53:26.875542Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:35.874807Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:53:35.885621Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:53:35.894311Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:53:35.924825Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:35.935195Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:35.943252Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:36.025344Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T10:53:36.674769Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T10:53:39.224869Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:53:39.235580Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:53:39.246360Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:53:39.274903Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:39.283919Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:39.291226Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:53:41.124974Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:53:41.174941Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:54:20.873919Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:54:20.880263Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:54:20.890542Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:54:20.924099Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:54:20.932629Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:54:20.945768Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:54:31.924013Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T10:54:31.974163Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T10:54:34.874111Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T10:54:34.883455Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
