2026-08-07T06:44:56.361823Z | LINK | writer address 172.19.176.1:45016 read back from WSL default route (ip route show default)
2026-08-07T06:59:09.350881Z | SILENT | b: sending again after 0.300 s of silence (6 ticks)
2026-08-07T06:59:09.362691Z | SILENT | mot: sending again after 0.300 s of silence (6 ticks)
2026-08-07T06:59:15.140436Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T06:59:15.145686Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T06:59:15.149891Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T06:59:15.390362Z | SILENT | a: sending again after 0.300 s of silence (6 ticks)
2026-08-07T06:59:15.399648Z | SILENT | b: sending again after 0.300 s of silence (6 ticks)
2026-08-07T06:59:15.415722Z | SILENT | mot: sending again after 0.300 s of silence (6 ticks)
2026-08-07T06:59:24.990399Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T06:59:24.994687Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T06:59:24.999842Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T06:59:26.940407Z | SILENT | a: sending again after 2.000 s of silence (40 ticks)
2026-08-07T06:59:26.948430Z | SILENT | b: sending again after 2.000 s of silence (40 ticks)
2026-08-07T06:59:26.955481Z | SILENT | mot: sending again after 2.000 s of silence (40 ticks)
2026-08-07T07:00:39.090405Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:00:39.096388Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:00:39.101970Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:00:39.390748Z | SILENT | a: sending again after 0.350 s of silence (7 ticks)
2026-08-07T07:00:39.401907Z | SILENT | b: sending again after 0.350 s of silence (7 ticks)
2026-08-07T07:00:39.410594Z | SILENT | mot: sending again after 0.350 s of silence (7 ticks)
2026-08-07T07:01:09.290933Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:01:09.295573Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:01:09.300013Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:01:09.590965Z | SILENT | a: sending again after 0.350 s of silence (7 ticks)
2026-08-07T07:01:09.599205Z | SILENT | b: sending again after 0.350 s of silence (7 ticks)
2026-08-07T07:01:09.608019Z | SILENT | mot: sending again after 0.350 s of silence (7 ticks)
2026-08-07T07:01:11.840894Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:01:11.846675Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:01:12.040930Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:01:12.090902Z | SILENT | a: sending again after 0.300 s of silence (6 ticks)
2026-08-07T07:01:12.098955Z | SILENT | b: sending again after 0.300 s of silence (6 ticks)
2026-08-07T07:01:12.106037Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:01:16.240836Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:01:16.291108Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:01:18.141008Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:01:18.147469Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:01:18.154331Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:01:18.391043Z | SILENT | a: sending again after 0.300 s of silence (6 ticks)
2026-08-07T07:01:18.396793Z | SILENT | b: sending again after 0.300 s of silence (6 ticks)
2026-08-07T07:01:18.404591Z | SILENT | mot: sending again after 0.300 s of silence (6 ticks)
2026-08-07T07:04:46.642170Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:04:46.647988Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:04:46.651820Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:04:46.692109Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:04:46.704143Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:04:46.714605Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:07:05.890349Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:07:05.896166Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:07:06.040272Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:07:06.340859Z | SILENT | a: sending again after 0.500 s of silence (10 ticks)
2026-08-07T07:07:06.351839Z | SILENT | b: sending again after 0.500 s of silence (10 ticks)
2026-08-07T07:07:06.360277Z | SILENT | mot: sending again after 0.351 s of silence (7 ticks)
2026-08-07T07:10:14.991116Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T07:11:00.941631Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:11:00.951177Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:11:00.962431Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:11:00.991699Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:11:01.001927Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:11:01.010384Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:11:07.491749Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T07:13:09.141888Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:13:09.161031Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:13:09.170718Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:13:09.191989Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:13:09.203198Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:13:09.214472Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:14:56.892740Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:14:56.904101Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:14:56.913791Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:14:56.942274Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:14:56.953020Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:14:56.960559Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:15:24.042521Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:15:24.092548Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:01.943166Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:01.955897Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:01.967324Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:16:01.993072Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:02.002764Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:02.012328Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:03.193166Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:03.202721Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:03.212008Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:16:03.243341Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:03.253440Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:03.263211Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:04.343021Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:04.355093Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:04.367038Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:16:04.393340Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:04.403342Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:04.412299Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:16:04.493405Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T07:16:05.043103Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T07:16:07.643238Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:07.648215Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:16:07.652686Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:16:07.693928Z | SILENT | a: sending again after 0.101 s of silence (2 ticks)
2026-08-07T07:16:07.703856Z | SILENT | b: sending again after 0.101 s of silence (2 ticks)
2026-08-07T07:16:07.715784Z | SILENT | mot: sending again after 0.101 s of silence (2 ticks)
2026-08-07T07:17:02.392713Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T07:17:21.041555Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T07:17:54.341573Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:17:54.391292Z | SILENT | mot: sending again after 0.099 s of silence (2 ticks)
2026-08-07T07:18:03.141392Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:18:03.149332Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:18:03.157191Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:18:03.191404Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:18:03.200082Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:18:03.208440Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:34.043856Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:34.055872Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:34.064977Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:19:34.094143Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:34.104799Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:34.114644Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:35.193910Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:35.204225Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:35.213335Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:19:35.243955Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:35.254819Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:35.263457Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:36.294170Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:36.304488Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:36.316876Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:19:36.344014Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:36.354559Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:36.365543Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:36.443983Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T07:19:37.043985Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T07:19:39.644058Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:39.653558Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:19:39.663717Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:19:39.694056Z | SILENT | a: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:39.704756Z | SILENT | b: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:19:39.713823Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:20:06.794671Z | MOTION | MOT 1 1 (present=True, observation valid=True)
2026-08-07T07:20:19.194585Z | MOTION | MOT 0 1 (present=False, observation valid=True)
2026-08-07T07:20:54.095828Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:20:54.364292Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:20:54.569757Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:20:54.695776Z | SILENT | a: sending again after 0.650 s of silence (3 ticks)
2026-08-07T07:20:54.718787Z | SILENT | b: sending again after 0.650 s of silence (3 ticks)
2026-08-07T07:20:54.733572Z | SILENT | mot: sending again after 0.650 s of silence (3 ticks)
2026-08-07T07:21:32.195772Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
2026-08-07T07:21:32.245746Z | SILENT | mot: sending again after 0.100 s of silence (2 ticks)
2026-08-07T07:22:29.997019Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:22:30.014274Z | SILENT | channel B: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqB and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-07T07:22:30.037934Z | SILENT | motion: no fresh observation pair, so NO MOT LINE is sent. The writer drives MotionPresent TRUE after its own MOTION_SILENCE_MAX - an unobservable vehicle is MOVING, never still
