2026-08-06T17:10:29.088565Z | LINK | writer address 127.0.0.1:45016 read back from config safe_speed.link.host
2026-08-06T17:10:31.611799Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:31.661969Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:31.711887Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:31.761923Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:31.811914Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:31.861899Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:31.911796Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:31.961864Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.011865Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.061936Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.111792Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.161851Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.211798Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.262028Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.311760Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.361755Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.411801Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.461924Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.511898Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.561930Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.611885Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.661834Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.711848Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.761828Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.811757Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.861841Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.911804Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:32.961938Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.011840Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.061763Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.111820Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.161774Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.211868Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.261909Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.311846Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.361859Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.411863Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.461847Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.511961Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.562011Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.611872Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.661933Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.711912Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.762083Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.811856Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.862377Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.912092Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:33.961817Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.011782Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.061864Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.111800Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.161764Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.211811Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.261828Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.311966Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.361778Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.411843Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.461782Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.511813Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.561765Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.611995Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.661810Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.712002Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.761930Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.811834Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.861925Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.911790Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:34.961859Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.011778Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.062042Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.111956Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.161846Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.211970Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.261861Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.311794Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.361940Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.411865Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.461984Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.511944Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.561857Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.611835Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.662011Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.711871Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.761766Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.811773Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.862023Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.911873Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:35.961846Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.011941Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.061902Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.111798Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.161805Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.211936Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.261976Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.311833Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.362100Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.411948Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.462014Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.511830Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.561814Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.611898Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.661844Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.711886Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.762007Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.811871Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.861914Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.911891Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:36.961818Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.011824Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.061889Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.111878Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.161870Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.211761Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.261918Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.311962Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.361768Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.411816Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.461868Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.511755Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.562011Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.611930Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.661956Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.711994Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.761743Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.811831Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.861836Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.911817Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:37.961990Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:38.011856Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:38.061944Z | REFUSED | channel A: reading 40.0 m/s is outside the Int wire range and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:38.111818Z | SILENT | a: sending again after 8.950 s of silence (179 ticks)
2026-08-06T17:10:45.211818Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-06T17:10:45.827761Z | EXIT | link attempts 1, connections 1, drops 0; sent SPD A 141, SPD B 0, MOT 0, PING 16; refused non-finite 0, out-of-range 152; silent ticks A 193, B 334, MOT 334; discarded stale A 0, B 0, MOT 0
